,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu_item
19750,0,1,3.2,64,12,2,146,250.0,2989
19751,0,1,4.0,36,12,29,359,300.0,2990
19753,0,1,4.2,53,19,9,50,400.0,2991
19754,0,1,3.5,10,1,2,33,200.0,2992
19755,0,1,3.3,9,1,9,69,250.0,85
19756,0,1,3.8,11,12,15,483,150.0,0
19757,0,1,3.7,25,12,2,79,300.0,1766
19758,0,1,2.5,321,8,2,343,400.0,2993
19759,0,1,3.8,23,12,2,370,300.0,2994
19760,0,1,3.8,69,3,2,132,200.0,2995
19761,0,1,3.9,349,8,0,31,600.0,2996
19762,0,1,3.7,28,12,2,1366,500.0,0
19763,0,1,3.3,15,11,2,63,350.0,2997
19764,0,1,3.9,34,12,2,592,350.0,2998
19765,0,1,0.0,0,19,2,1392,200.0,2999
19766,0,1,3.4,277,12,23,415,250.0,3000
19767,0,1,3.7,28,3,19,593,200.0,3001
19768,0,1,3.5,13,12,26,209,100.0,0
19769,0,1,0.0,0,3,2,233,400.0,0
19771,0,1,3.9,52,3,2,3,200.0,3002
19772,0,1,4.0,186,23,10,441,500.0,3003
19773,0,1,0.0,0,8,9,125,300.0,3004
19774,0,1,3.1,42,12,2,346,800.0,3005
19775,0,1,3.6,8,8,2,33,300.0,3006
19776,0,1,3.1,89,12,2,1374,350.0,3007
19778,0,1,3.9,121,0,2,101,250.0,3008
19779,0,0,4.2,1541,12,0,594,800.0,3009
19780,0,1,3.6,241,4,2,38,300.0,3010
19781,0,1,3.8,41,1,9,70,150.0,3011
19782,0,1,3.5,16,19,15,180,300.0,3012
19783,0,1,3.7,33,23,7,225,400.0,0
19784,0,0,4.1,1064,3,28,201,1200.0,3013
19785,0,1,4.1,137,19,4,1346,1200.0,0
19786,0,1,3.6,64,12,2,473,350.0,3014
19787,0,1,3.6,21,12,13,197,200.0,0
19788,0,1,4.1,61,19,9,641,450.0,3015
19789,0,1,3.9,171,12,2,921,300.0,3016
19791,0,1,4.2,533,19,0,1446,600.0,3017
19792,0,1,3.4,4,1,0,160,500.0,3018
19793,0,1,3.6,197,3,0,93,800.0,3019
19794,0,1,3.9,212,3,0,1967,500.0,3020
19795,0,1,4.3,289,11,2,394,400.0,3021
19796,0,1,3.0,82,0,2,80,300.0,3022
19798,0,1,4.2,147,0,15,66,400.0,3023
19799,0,1,2.8,91,12,2,207,400.0,3024
19800,0,1,3.7,11,11,2,245,250.0,3025
19801,0,1,3.9,554,23,2,1382,600.0,3026
19802,0,1,3.6,36,19,2,63,300.0,3027
19803,0,1,3.5,240,19,0,1439,1000.0,3028
19805,0,1,4.2,171,8,4,384,600.0,3029
19806,0,0,3.9,74,12,0,1968,700.0,3030
19807,0,1,3.7,37,8,7,298,600.0,3031
19808,0,1,3.5,17,12,2,3,200.0,3032
19809,0,1,3.6,28,1,9,67,250.0,3033
19810,0,1,3.0,178,4,2,79,400.0,0
19811,0,1,3.9,386,8,2,133,600.0,3034
19812,0,1,3.3,7,8,13,447,300.0,3035
19813,0,1,3.1,6,12,13,1379,400.0,3036
19814,0,1,3.4,12,3,2,220,300.0,3037
19815,0,1,3.4,17,3,2,29,100.0,3038
19816,0,1,3.3,394,23,2,5,400.0,3039
19817,0,1,3.3,8,12,13,79,250.0,3040
19818,0,1,3.7,54,3,2,595,400.0,3041
19819,0,1,3.9,135,3,2,144,350.0,3042
19820,0,1,3.6,140,11,2,317,200.0,3043
19821,0,1,3.2,19,12,2,38,400.0,3044
19823,0,1,3.9,222,12,0,1249,500.0,3045
19824,0,1,4.3,480,19,4,1349,450.0,3046
19825,0,1,3.9,93,3,2,552,200.0,3047
19826,0,1,3.7,53,23,7,5,500.0,0
19827,0,1,3.4,10,12,2,233,250.0,3048
19828,0,1,3.9,441,12,2,28,500.0,3049
19829,0,1,3.7,237,0,2,149,200.0,3050
19830,0,1,3.5,11,19,15,131,100.0,3051
19831,0,0,3.7,206,3,11,597,1000.0,3052
19832,0,0,4.1,220,19,0,1380,600.0,3053
19833,0,1,4.1,91,8,12,26,500.0,3054
19834,0,1,4.0,229,19,9,43,500.0,3055
19838,0,0,4.3,1265,3,3,575,800.0,0
19839,0,1,4.2,600,23,9,50,900.0,3056
19840,0,1,0.0,0,46,4,1391,400.0,3057
19841,0,1,3.7,28,19,13,1440,600.0,3058
19842,0,1,4.0,41,11,34,275,400.0,3059
19843,0,1,3.9,69,19,24,168,150.0,3060
19844,0,1,4.1,799,3,4,22,400.0,3061
19846,0,1,4.2,340,19,9,50,500.0,3062
19847,0,1,3.6,27,12,15,483,100.0,3063
19848,0,0,4.2,325,23,0,1385,800.0,3064
19849,0,1,3.8,924,0,1,2,800.0,3065
19850,0,1,3.9,113,8,2,365,200.0,0
19851,0,1,4.0,1310,8,0,380,750.0,3066
19852,0,1,3.9,676,12,0,5,500.0,3067
19853,0,1,3.8,156,3,0,80,450.0,0
19854,0,1,4.0,241,1,4,10,700.0,3068
19855,0,1,4.0,131,12,9,70,230.0,3069
19856,0,1,3.6,41,12,4,173,600.0,3070
19857,0,1,3.6,23,23,7,746,500.0,3071
19858,0,1,3.7,48,12,2,408,350.0,3072
19859,0,1,4.0,190,8,7,29,650.0,3073
19860,0,0,4.5,715,23,0,124,1500.0,1861
19861,0,0,4.5,715,23,0,124,1500.0,1861
19862,0,1,3.9,110,19,9,1008,200.0,0
19863,0,1,3.7,57,1,2,211,200.0,3074
19864,0,1,3.1,320,8,0,1252,700.0,3075
19865,0,1,2.9,23,3,16,199,250.0,0
19866,0,1,3.8,339,12,0,297,800.0,3076
19867,0,1,3.6,12,1,2,33,100.0,0
19869,0,1,4.0,204,12,35,20,500.0,3077
19870,0,1,3.5,177,12,2,367,500.0,3078
19871,0,1,3.7,59,19,2,5,200.0,3079
19872,0,1,3.6,90,23,2,49,500.0,3080
19873,0,1,3.7,34,1,2,63,200.0,3081
19874,0,1,3.7,37,8,0,430,800.0,3082
19875,0,1,3.5,8,12,9,70,130.0,3083
19876,0,1,3.8,44,8,21,421,250.0,0
19877,0,1,0.0,0,12,2,1001,300.0,3084
19878,0,1,3.7,16,3,2,33,100.0,3085
19879,0,1,3.1,25,0,4,18,900.0,3086
19880,0,1,3.8,10,12,12,397,450.0,3087
19881,0,1,4.1,193,3,9,125,300.0,3088
19882,0,1,3.6,12,8,2,426,200.0,0
19883,0,1,3.8,55,3,2,198,250.0,3089
19884,0,0,4.4,3932,19,48,1460,1600.0,1855
19885,0,1,3.1,25,11,13,144,100.0,0
19886,0,1,3.9,237,19,2,84,200.0,3090
19887,0,1,3.5,4,21,2,263,400.0,3091
19888,0,1,4.0,468,3,0,80,600.0,3092
19889,0,1,3.0,7,46,7,957,500.0,3093
19890,0,1,4.0,328,0,4,8,700.0,3094
19891,0,1,4.0,164,19,7,1233,300.0,3095
19892,0,1,3.6,36,12,13,144,200.0,0
19893,0,1,2.9,24,12,2,5,250.0,3096
19894,0,1,3.8,62,12,2,367,300.0,3097
19895,0,1,3.0,23,1,2,71,250.0,3098
19896,0,1,3.4,7,0,2,3,500.0,3099
19897,0,1,3.8,46,8,2,27,450.0,3100
19898,0,1,3.8,44,23,7,245,500.0,3101
19899,0,1,3.6,25,3,9,43,250.0,3102
19900,0,1,3.3,94,19,2,1508,200.0,1582
19901,0,1,3.2,49,19,2,1378,300.0,3103
19902,1,1,4.3,142,3,20,628,200.0,0
19903,0,1,4.4,944,19,4,1342,900.0,3104
19904,0,0,0.0,0,19,0,185,900.0,3105
19905,0,1,3.0,6,11,39,414,400.0,3106
19906,0,1,3.7,47,3,23,187,400.0,0
19907,0,0,4.2,153,0,4,8,600.0,3107
19908,0,1,3.0,290,0,2,103,450.0,3108
19909,0,0,4.2,1033,8,28,400,1100.0,3109
19910,0,1,3.1,8,1,2,179,200.0,0
19911,0,1,3.4,6,8,2,79,300.0,3110
19912,0,1,3.8,659,19,0,589,500.0,3111
19913,0,1,3.4,9,12,2,1400,600.0,3112
19914,0,1,4.4,360,3,9,50,400.0,1548
19915,0,1,3.8,22,19,4,234,600.0,3113
19916,0,1,4.2,251,3,9,50,300.0,3114
19917,0,1,3.9,97,12,2,1450,1000.0,3115
19919,0,0,4.1,459,8,0,419,700.0,1869
19920,0,1,3.9,91,3,4,171,300.0,0
19921,0,1,3.9,99,11,2,3,300.0,3116
19922,0,1,3.2,908,19,0,321,600.0,3117
19923,0,1,0.0,0,12,2,180,200.0,1783
19924,0,1,3.6,41,12,2,63,400.0,1821
19925,0,1,3.7,386,12,2,36,400.0,3118
19926,0,1,0.0,0,3,2,71,400.0,3119
19927,0,1,4.0,63,19,2,108,150.0,3120
19928,0,1,3.6,207,19,0,1043,500.0,3121
19929,0,0,4.1,590,8,28,410,1200.0,3122
19930,0,1,3.8,75,61,16,67,200.0,3123
19931,0,0,4.1,1781,19,11,1454,1200.0,3124
19932,0,1,3.4,6,1,2,144,300.0,3125
19933,0,1,3.1,6,4,2,38,300.0,0
19934,0,1,3.5,13,12,2,63,300.0,1811
19935,0,1,2.7,123,0,2,63,200.0,3126
19936,0,1,3.4,9,12,2,5,250.0,3127
19937,0,1,3.1,10,8,34,76,500.0,3128
19938,0,1,3.4,16,17,0,602,800.0,3129
19939,0,1,3.2,34,8,2,67,150.0,3130
19940,0,1,3.8,257,63,7,38,300.0,3131
19941,0,1,3.5,40,12,0,221,350.0,3132
19942,0,1,3.9,153,8,34,277,400.0,3133
19943,1,1,4.4,1830,3,2,74,200.0,0
19944,0,1,3.5,80,3,0,603,750.0,1920
19945,0,1,3.4,14,12,2,5,300.0,1836
19946,0,1,3.7,35,12,2,473,200.0,3134
19947,0,1,3.8,265,23,0,1457,650.0,3135
19948,0,1,4.0,198,0,9,69,300.0,3136
19949,0,1,3.5,11,1,20,177,200.0,0
19950,0,1,3.8,61,0,2,38,300.0,0
19951,0,1,3.6,60,4,0,5,700.0,3137
19952,1,1,4.0,336,3,0,1533,550.0,0
19953,0,1,3.8,208,12,6,1969,400.0,0
19954,0,1,3.9,22,1,9,43,200.0,3138
19955,0,1,3.7,22,11,7,5,400.0,3139
19956,0,1,2.8,45,0,0,163,800.0,3140
19957,0,1,3.5,888,23,0,261,650.0,3141
19958,0,1,3.5,90,3,0,143,500.0,0
19959,0,1,3.9,51,12,15,420,200.0,3142
19960,0,1,3.7,54,1,4,95,600.0,3143
19961,0,1,3.6,68,19,0,330,700.0,3144
19962,0,1,2.6,60,12,4,10,900.0,3145
19963,0,1,4.2,249,12,29,191,500.0,3146
19964,0,1,2.6,51,12,13,1465,300.0,3147
19965,0,1,3.3,6,1,2,34,100.0,3148
19966,0,0,4.1,446,3,27,192,1200.0,3149
19967,0,1,2.8,165,11,2,402,450.0,3150
19968,0,1,3.9,453,23,0,330,600.0,0
19969,0,1,3.1,7,12,2,1389,400.0,3151
19970,0,1,0.0,0,12,15,434,400.0,3152
19971,0,1,3.3,5,1,28,112,800.0,3153
19972,0,0,4.2,344,19,0,5,700.0,0
19973,0,1,3.7,22,1,16,199,250.0,3154
19974,0,1,3.9,74,3,0,604,800.0,3155
19975,0,1,3.3,4,8,24,1970,200.0,3156
19976,0,1,3.0,36,12,2,38,200.0,1833
19977,0,1,3.4,6,12,2,221,300.0,3157
19978,0,1,4.4,658,3,24,147,600.0,3158
19979,0,1,3.7,31,12,15,605,150.0,1735
19980,0,1,4.2,265,3,4,234,700.0,3159
19981,0,1,3.4,5,12,40,147,300.0,3160
19982,0,1,3.2,6,0,7,239,200.0,3161
19983,0,1,3.9,138,12,2,160,300.0,0
19984,0,1,3.6,28,12,9,43,450.0,3162
19985,0,1,3.7,43,8,2,38,500.0,0
19986,0,1,4.1,176,1,0,185,800.0,0
19987,0,1,4.0,77,8,2,168,150.0,3163
19988,0,1,2.9,42,12,2,445,250.0,3164
19989,0,1,3.8,171,8,2,5,250.0,3165
19990,0,1,3.2,12,12,2,207,250.0,0
19991,0,1,3.8,61,1,2,209,100.0,386
19992,1,1,3.9,77,3,34,64,1200.0,0
19993,0,1,3.8,75,0,2,165,200.0,3166
19994,0,1,3.9,410,8,0,38,500.0,3167
19995,0,0,4.5,1878,12,4,606,900.0,1704
19996,0,1,3.6,27,8,0,38,600.0,3168
19997,0,1,4.4,149,19,13,180,350.0,3169
19999,0,1,4.1,30,3,15,131,100.0,0
20001,0,0,4.3,2565,19,17,410,1200.0,3170
20002,1,0,4.2,738,3,4,576,800.0,0
20003,0,0,4.4,385,19,28,1472,1500.0,3171
20004,0,1,4.2,166,19,2,63,300.0,3172
20005,0,1,3.8,76,1,2,71,300.0,3173
20006,0,1,3.9,128,4,0,151,500.0,3174
20007,0,1,3.0,4,8,13,63,300.0,0
20008,0,1,4.0,137,3,2,149,350.0,3175
20009,0,1,3.9,1139,19,0,1283,500.0,3176
20010,0,1,4.3,64,19,9,1461,250.0,3177
20011,0,1,3.3,5,19,12,26,400.0,3178
20012,0,1,3.8,614,12,4,440,600.0,3179
20013,0,1,3.7,72,3,0,333,450.0,3180
20014,0,1,3.9,181,8,9,69,400.0,3181
20015,0,0,4.4,456,23,28,5,1500.0,3182
20016,0,1,0.0,0,3,2,144,300.0,3183
20017,0,1,2.7,85,8,4,17,500.0,3184
20018,0,1,4.0,76,61,2,413,300.0,3185
20019,0,1,3.5,11,3,2,63,200.0,3186
20020,0,1,2.8,19,3,2,31,300.0,3187
20021,0,1,3.9,234,3,0,202,800.0,3188
20022,0,1,3.3,13,12,7,38,400.0,3189
20023,0,1,3.7,37,12,0,930,400.0,3190
20024,0,1,3.3,13,8,2,80,300.0,3191
20025,0,1,3.1,8,8,26,26,500.0,3192
20027,0,1,3.6,20,23,7,748,600.0,3193
20028,0,0,4.4,344,19,28,1479,1000.0,3194
20029,0,1,3.3,12,12,2,371,500.0,0
20030,0,1,3.1,9,12,2,104,150.0,0
20031,0,1,3.9,14,3,0,221,600.0,3195
20032,0,1,3.9,152,23,7,206,500.0,3196
20033,0,1,3.9,392,23,0,1455,750.0,3197
20034,0,1,2.5,35,1,2,63,200.0,3198
20035,0,1,0.0,0,12,15,191,200.0,3199
20036,0,1,3.6,35,3,2,184,300.0,0
20037,0,1,3.1,12,1,2,147,150.0,0
20038,0,1,3.7,55,8,2,432,200.0,3200
20039,0,1,3.1,11,19,10,26,300.0,3201
20040,0,1,3.2,7,12,2,1467,400.0,3202
20041,1,0,4.1,114,3,4,574,800.0,0
20042,0,1,3.1,59,12,2,412,400.0,3203
20043,0,0,4.0,1017,8,41,438,1300.0,1897
20044,0,1,3.8,145,0,4,14,700.0,3204
20045,0,1,2.8,138,12,2,132,300.0,0
20046,0,0,4.1,975,3,31,232,1500.0,3205
20047,0,1,4.2,116,12,24,147,400.0,0
20048,0,1,3.6,41,12,7,54,500.0,3206
20049,0,1,0.0,0,19,2,627,200.0,0
20051,0,1,3.6,21,46,2,160,300.0,3207
20052,0,1,3.8,41,23,2,29,200.0,3208
20053,0,1,3.1,8,52,2,33,250.0,3209
20054,0,1,3.8,18,3,9,125,150.0,3210
20055,0,1,3.7,16,12,24,147,200.0,3211
20056,0,1,3.8,36,23,15,131,300.0,1486
20057,0,1,3.7,514,1,4,205,600.0,3212
20058,0,1,3.9,919,8,17,609,1000.0,3213
20059,0,1,3.6,68,3,2,47,400.0,0
20060,0,1,3.5,8,12,15,191,200.0,0
20061,0,0,4.2,239,8,3,399,600.0,0
20062,0,1,3.9,157,17,0,38,450.0,3214
20063,0,1,3.5,407,3,2,1581,400.0,3215
20064,0,1,3.6,192,12,7,371,450.0,0
20065,0,0,4.0,1384,23,0,462,1100.0,3216
20066,0,1,3.3,397,3,2,38,300.0,3217
20067,0,1,4.1,464,12,4,454,500.0,1717
20068,0,1,3.5,36,23,7,33,600.0,3218
20069,0,1,3.4,84,12,2,38,300.0,0
20070,0,1,3.9,203,12,2,132,300.0,1541
20071,0,1,3.6,10,8,4,291,500.0,0
20072,0,1,3.8,100,12,4,1335,700.0,3219
20073,0,0,4.2,2710,61,4,287,1000.0,3220
20074,0,1,3.9,70,0,9,170,400.0,3221
20075,0,1,3.9,247,3,4,611,400.0,0
20076,0,1,3.8,32,3,16,94,250.0,0
20077,0,1,3.6,26,12,2,33,100.0,0
20078,0,1,3.0,57,8,0,40,650.0,0
20079,0,1,4.2,1061,19,4,606,800.0,3222
20080,0,1,3.9,261,8,2,47,300.0,3223
20081,0,1,4.0,37,3,19,441,400.0,3224
20082,0,1,3.6,8,3,15,191,200.0,3225
20083,0,1,3.8,76,19,2,301,500.0,3226
20084,0,1,3.4,6,8,2,33,250.0,0
20085,0,1,3.5,31,12,2,233,300.0,0
20087,0,1,3.5,10,4,15,140,100.0,0
20088,0,1,4.0,23,12,2,456,400.0,3227
20089,0,1,3.4,30,12,2,418,300.0,1832
20090,0,1,3.5,8,12,9,125,250.0,3228
20091,0,1,3.8,57,12,2,449,300.0,1809
20092,0,1,3.0,57,3,2,461,400.0,3229
20093,1,1,4.2,128,3,7,467,400.0,0
20094,0,1,3.0,7,8,13,413,300.0,0
20095,0,1,3.1,13,0,4,11,400.0,3230
20096,0,0,4.1,1244,19,0,5,600.0,0
20097,0,1,3.1,39,4,2,5,300.0,0
20098,0,1,3.7,29,12,4,22,400.0,3231
20099,0,1,0.0,0,0,2,783,300.0,3232
20100,0,0,4.0,791,8,0,459,1300.0,3233
20101,0,1,4.0,99,8,2,329,250.0,0
20102,0,1,3.7,7,23,13,342,400.0,0
20103,0,1,4.1,205,3,9,43,300.0,3234
20104,0,1,3.7,26,12,2,451,400.0,3235
20106,0,1,2.9,95,12,7,445,700.0,3236
20107,0,1,3.6,24,0,0,38,600.0,3237
20108,0,1,4.4,7220,19,0,697,600.0,0
20109,0,1,3.7,45,46,15,191,300.0,3238
20111,0,1,3.5,29,23,12,467,400.0,3239
20112,0,1,3.9,339,8,2,47,300.0,0
20113,0,1,4.2,465,12,2,312,300.0,0
20114,0,1,3.4,13,3,2,612,400.0,3240
20115,0,1,3.1,4,12,15,108,100.0,3241
20116,0,1,4.0,187,12,2,316,400.0,0
20117,0,1,3.5,23,3,2,3,300.0,3242
20118,0,1,3.6,60,8,2,27,500.0,3243
20119,0,1,3.9,38,8,2,27,400.0,0
20120,0,1,3.4,22,12,13,30,500.0,3244
20121,0,1,3.6,20,3,2,147,250.0,3245
20122,0,1,3.8,149,19,0,1471,600.0,3246
20123,0,1,3.3,4,19,2,53,300.0,0
20124,0,1,3.6,29,3,34,40,400.0,3247
20125,0,1,4.1,140,8,0,613,800.0,3248
20126,0,1,3.5,68,1,2,29,250.0,0
20127,0,1,4.1,130,3,4,174,650.0,3249
20128,0,1,3.8,91,12,7,263,450.0,0
20130,0,1,3.4,54,12,15,191,250.0,0
20131,0,1,2.6,208,8,0,470,650.0,3250
20132,0,1,3.4,6,12,2,390,300.0,3251
20133,0,0,4.2,869,19,4,544,600.0,1891
20134,0,0,4.0,350,0,0,159,1200.0,0
20135,0,1,3.3,128,0,2,38,300.0,0
20136,0,1,3.2,23,12,13,820,600.0,3252
20137,0,1,4.0,1782,3,2,204,200.0,3253
20138,0,1,3.4,6,8,2,5,500.0,3254
20139,0,0,4.2,294,19,0,1014,800.0,0
20140,0,1,4.1,56,19,2,63,500.0,3255
20141,0,1,3.6,23,1,21,180,100.0,3256
20142,0,1,3.9,257,12,0,231,500.0,3257
20143,0,1,3.4,11,1,17,175,800.0,3258
20144,0,1,0.0,0,11,9,54,150.0,3259
20145,0,1,3.3,6,8,2,38,300.0,3260
20146,0,1,3.8,469,1,0,115,750.0,3261
20147,0,1,3.4,6,3,15,191,100.0,0
20148,0,1,3.9,455,52,0,53,1000.0,0
20149,0,1,3.4,65,52,2,62,350.0,3262
20150,0,1,3.1,6,3,0,38,550.0,3263
20151,0,0,4.0,150,60,0,1322,1100.0,3264
20152,0,1,3.9,187,46,2,994,400.0,0
20153,0,1,3.6,14,12,2,263,200.0,0
20154,0,1,4.3,326,3,0,33,400.0,0
20155,0,1,3.6,45,12,0,1418,500.0,1738
20156,0,1,3.2,12,3,9,172,200.0,3265
20157,0,1,3.6,18,12,2,543,350.0,0
20159,0,1,3.6,23,12,2,1381,350.0,0
20160,1,1,3.9,56,3,9,94,200.0,0
20161,1,0,3.6,570,3,0,629,800.0,0
20162,0,1,3.9,92,8,2,413,300.0,3266
20163,0,1,3.9,58,23,2,794,500.0,3267
20164,0,1,3.4,7,21,2,160,300.0,3268
20165,0,0,3.7,21,64,0,396,700.0,3269
20167,0,1,4.2,1654,0,0,31,600.0,0
20168,0,1,3.8,90,0,4,10,650.0,3270
20169,0,1,3.2,20,8,0,442,700.0,3271
20171,0,1,4.0,41,1,9,125,250.0,3272
20172,0,1,3.9,214,12,0,1412,600.0,1730
20173,0,1,4.3,319,1,2,33,100.0,3273
20174,0,1,3.5,20,12,2,191,150.0,3274
20175,0,1,4.0,62,52,2,1121,400.0,3275
20176,0,1,3.9,191,12,2,47,300.0,0
20177,0,1,3.5,56,3,9,167,400.0,3276
20178,0,0,4.0,235,19,0,1421,800.0,1898
20180,0,1,2.5,157,3,4,155,450.0,3277
20181,0,1,3.0,11,12,2,298,300.0,1550
20183,0,1,3.8,42,23,2,229,400.0,3278
20184,0,1,3.8,75,0,6,21,200.0,0
20185,0,1,3.6,18,3,15,92,150.0,3279
20186,0,1,3.7,20,12,2,71,300.0,3280
20188,0,0,4.1,553,3,0,614,900.0,3281
20189,0,0,3.8,72,8,2,439,400.0,0
20190,1,1,0.0,0,3,2,132,200.0,0
20191,0,0,2.8,80,3,0,1971,700.0,0
20192,0,1,0.0,0,22,36,456,250.0,3282
20193,0,1,4.2,296,0,2,5,350.0,0
20195,0,1,3.9,126,3,2,71,400.0,3283
20196,0,1,3.5,9,23,33,1498,700.0,3284
20197,0,0,4.1,401,19,72,1348,1200.0,3285
20198,0,0,4.1,1406,8,42,206,1100.0,3286
20199,0,1,4.0,118,8,0,40,600.0,0
20200,0,1,3.7,46,3,2,29,200.0,0
20201,0,0,4.2,1432,8,0,325,800.0,0
20202,0,1,3.8,14,3,0,71,600.0,3287
20203,0,1,4.0,70,23,9,69,400.0,1569
20204,0,1,2.8,20,8,15,168,150.0,3288
20205,0,1,3.6,74,19,2,57,600.0,3289
20206,0,1,3.2,4,8,2,484,300.0,3290
20207,0,1,3.9,778,19,0,329,750.0,3291
20208,0,1,3.4,10,0,2,33,100.0,0
20209,0,1,4.1,167,3,2,47,400.0,0
20210,0,0,3.9,488,12,4,338,700.0,3292
20211,0,1,3.8,33,19,16,738,250.0,3293
20212,0,1,2.8,102,11,2,38,350.0,3294
20213,0,1,3.4,17,12,7,298,600.0,3295
20214,0,1,3.7,179,12,2,38,400.0,0
20215,1,1,3.8,83,3,2,422,400.0,0
20216,0,0,4.4,100,46,4,234,700.0,3296
20217,0,1,4.1,600,11,2,5,400.0,0
20218,0,1,3.8,528,1,0,5,500.0,0
20219,0,1,3.7,259,19,0,1496,750.0,3297
20220,0,1,3.4,35,12,6,455,500.0,1552
20221,0,1,3.9,77,23,9,43,800.0,3298
20222,0,1,4.6,233,3,4,95,400.0,0
20223,0,1,4.0,260,8,2,5,300.0,0
20225,0,1,3.4,11,12,15,98,150.0,3299
20226,0,1,3.8,210,4,0,30,600.0,3300
20227,1,0,4.1,2312,3,0,38,950.0,0
20228,0,1,3.1,4,1,2,71,200.0,0
20229,0,1,3.7,21,12,2,336,400.0,0
20230,0,1,4.6,1024,23,52,1343,550.0,3301
20231,0,1,3.5,15,12,13,1306,200.0,0
20232,0,1,3.8,273,12,0,1452,900.0,3302
20233,0,1,3.7,24,19,2,1001,500.0,3303
20234,0,1,3.8,125,12,2,38,400.0,0
20235,0,0,4.2,1368,23,28,1458,1400.0,3304
20237,0,1,3.9,1189,12,2,38,500.0,0
20239,0,1,3.7,83,8,2,368,400.0,3305
20240,0,1,3.9,64,19,2,1434,300.0,3306
20241,0,1,3.5,9,9,22,436,200.0,1619
20242,0,1,2.9,13,23,0,321,600.0,0
20243,0,1,3.2,5,1,2,5,100.0,0
20244,0,1,4.1,1114,19,0,1414,750.0,0
20247,0,1,0.0,0,12,15,92,200.0,3307
20249,0,1,4.1,295,12,0,332,700.0,0
20250,0,1,3.7,47,17,2,5,350.0,0
20251,0,1,3.8,42,0,2,71,300.0,3308
20252,0,1,3.9,144,3,0,38,550.0,0
20253,0,1,4.3,278,23,2,5,450.0,0
20254,0,1,3.6,34,8,9,43,300.0,0
20255,0,1,3.6,6,12,9,70,300.0,1557
20256,0,1,3.7,42,3,9,125,400.0,3309
20257,0,1,4.0,510,8,6,478,1000.0,3310
20258,1,1,3.2,9,12,2,104,100.0,0
20259,0,1,3.7,31,12,2,464,400.0,3311
20260,0,1,3.6,24,12,7,53,400.0,3312
20261,0,1,3.7,133,3,0,176,700.0,0
20262,0,1,3.5,9,8,7,345,450.0,0
20263,0,1,3.7,27,12,2,317,400.0,0
20264,1,1,3.5,335,3,0,5,600.0,0
20265,0,0,3.9,887,8,0,5,900.0,0
20266,0,1,3.6,130,0,0,181,600.0,3313
20269,0,1,2.7,73,12,0,79,600.0,1556
20270,0,1,0.0,0,12,7,325,300.0,0
20271,0,1,4.0,869,12,7,332,500.0,3314
20272,0,1,4.2,310,12,7,378,600.0,3315
20273,0,1,3.7,28,17,2,598,350.0,0
20274,0,1,3.7,37,8,2,371,300.0,3316
20275,0,1,3.4,8,18,2,33,150.0,0
20276,0,1,3.8,75,17,0,571,1000.0,3317
20277,0,1,3.6,60,3,2,62,400.0,3318
20279,0,1,4.1,216,1,4,161,500.0,3319
20280,0,1,4.3,3451,23,0,5,600.0,3320
20281,0,1,3.6,24,0,2,200,300.0,3321
20282,0,1,4.0,73,1,12,208,300.0,0
20283,0,1,4.4,2862,19,4,1339,600.0,0
20284,0,0,4.4,677,23,0,321,1500.0,1865
20285,0,1,3.8,244,3,0,117,650.0,0
20286,0,1,4.4,181,3,15,131,250.0,3322
20287,1,1,0.0,0,3,2,632,200.0,0
20289,0,1,3.4,24,12,2,38,300.0,1818
20290,0,0,4.1,847,8,28,486,1100.0,3323
20291,0,1,3.9,892,0,0,238,750.0,0
20293,1,1,3.6,31,3,2,3,200.0,0
20294,0,1,0.0,0,3,4,12,700.0,3324
20295,0,1,3.9,85,23,2,5,400.0,0
20296,0,1,0.0,0,12,2,53,300.0,3325
20297,0,1,3.5,15,12,2,63,400.0,3326
20298,0,1,3.9,33,23,9,768,200.0,3327
20299,0,1,3.5,179,0,0,115,600.0,0
20300,0,0,4.3,1908,3,4,578,800.0,3328
20301,0,1,3.4,239,12,7,38,400.0,3329
20302,0,1,4.0,827,12,0,369,500.0,0
20303,0,1,3.6,96,8,0,68,600.0,3330
20304,0,1,3.7,44,12,0,231,550.0,0
20305,0,1,0.0,0,11,15,483,200.0,3331
20307,1,1,4.0,923,3,0,316,600.0,0
20308,0,1,4.1,210,3,29,180,150.0,3332
20309,0,1,3.4,8,1,2,74,150.0,0
20311,0,1,3.7,26,19,0,607,600.0,0
20312,0,1,3.6,104,0,0,123,700.0,0
20313,0,1,3.2,16,12,7,506,350.0,3333
20314,0,0,4.9,2202,19,28,1328,1500.0,0
20315,0,1,3.9,315,3,2,616,300.0,3334
20316,0,1,3.6,142,3,0,129,750.0,0
20317,0,1,4.0,511,23,0,1475,750.0,3335
20318,0,1,3.8,291,1,0,5,600.0,0
20319,0,1,4.1,740,8,7,79,500.0,0
20321,1,1,3.2,9,19,15,191,200.0,0
20322,0,1,3.9,28,19,9,70,200.0,3336
20323,0,1,3.8,139,0,0,122,800.0,0
20324,0,0,4.1,294,8,0,216,500.0,3337
20325,1,1,4.0,62,3,4,10,150.0,0
20326,0,1,3.7,28,12,7,122,350.0,0
20327,1,1,2.9,177,3,0,138,700.0,0
20328,1,0,3.8,234,3,0,626,1000.0,0
20329,0,0,4.1,1885,3,0,649,1200.0,0
