,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu_item
4412,1,1,3.5,68,25,2,5,250.0,0
4413,1,1,3.8,33,22,54,467,800.0,0
4417,1,1,3.6,23,25,15,826,300.0,0
4419,1,1,3.6,14,9,7,506,300.0,0
4420,1,1,3.1,5,25,2,328,500.0,0
4423,1,1,3.6,10,25,12,54,300.0,0
4427,1,1,0.0,0,25,2,33,100.0,0
4429,1,1,0.0,0,25,0,221,800.0,0
4430,1,1,0.0,0,25,12,54,300.0,0
4432,1,1,0.0,0,25,7,5,300.0,0
4433,1,1,3.4,5,22,9,69,200.0,0
4434,1,1,2.9,108,25,0,325,800.0,0
4435,1,1,3.4,10,22,13,207,300.0,0
4436,0,1,3.4,11,25,13,54,350.0,0
4437,1,1,3.5,132,25,2,61,300.0,0
4440,1,1,3.6,5,24,2,627,200.0,0
4441,1,1,0.0,0,24,13,54,200.0,0
4442,1,1,0.0,0,25,2,827,300.0,0
4443,1,1,0.0,0,25,23,69,300.0,0
4444,1,1,0.0,0,25,0,828,600.0,0
4448,0,1,3.4,20,25,2,38,200.0,0
4449,0,1,3.8,117,25,13,829,600.0,0
4450,0,1,3.1,9,21,13,830,500.0,0
4451,0,1,2.8,23,24,0,53,800.0,0
4452,0,1,3.1,19,24,2,5,300.0,0
4460,0,1,3.1,6,21,2,76,250.0,0
4461,0,1,3.5,19,24,0,68,600.0,0
4462,0,1,3.4,10,21,7,329,400.0,0
4464,0,1,3.1,69,22,13,233,250.0,0
4465,0,1,3.7,39,21,25,191,500.0,0
4467,0,1,3.3,10,25,2,263,350.0,0
4468,0,1,4.3,490,24,10,718,500.0,491
4469,0,1,4.0,175,24,10,26,300.0,0
4470,0,1,3.4,6,24,54,467,300.0,0
4471,0,1,4.0,152,24,16,67,400.0,492
4472,0,1,4.4,632,24,7,296,500.0,493
4473,1,1,4.1,83,24,9,43,200.0,0
4474,0,1,3.9,1233,24,0,698,500.0,494
4475,0,1,0.0,0,24,9,50,400.0,495
4476,1,1,3.7,20,24,12,26,500.0,0
4477,0,1,3.6,18,24,25,189,400.0,0
4478,0,1,4.2,213,24,9,75,400.0,0
4479,0,1,3.8,35,24,4,678,650.0,488
4480,0,1,2.9,163,24,37,415,250.0,496
4481,0,1,3.6,136,24,19,679,600.0,0
4482,0,1,3.9,75,24,10,26,500.0,0
4484,0,1,4.1,111,24,9,467,600.0,0
4485,1,1,0.0,0,24,7,467,200.0,0
4486,0,1,3.6,11,24,54,467,300.0,497
4487,0,1,0.0,0,24,12,26,500.0,498
4488,1,1,3.7,128,24,19,526,600.0,0
4489,0,1,3.7,44,24,9,50,900.0,0
4490,1,1,3.2,9,24,15,180,300.0,0
4491,0,1,0.0,0,24,9,43,300.0,0
4492,1,1,3.5,6,24,9,43,300.0,0
4493,1,1,3.7,36,24,12,26,400.0,0
4494,1,1,3.7,23,24,44,802,200.0,0
4496,0,1,3.8,72,24,21,43,300.0,0
4498,0,1,3.7,48,24,9,43,250.0,0
4499,0,1,4.0,74,24,52,682,600.0,0
4500,0,1,3.7,25,24,34,70,300.0,0
4501,1,1,3.2,8,24,56,441,600.0,0
4502,1,1,3.7,15,24,21,251,250.0,0
4505,0,1,3.3,10,24,12,26,400.0,0
4508,1,1,3.2,4,24,20,831,200.0,0
4509,1,1,3.3,10,24,15,147,200.0,0
4511,1,1,3.6,31,24,12,26,200.0,0
4512,1,1,3.7,19,24,12,54,400.0,0
4513,0,1,3.8,37,24,7,784,400.0,0
4514,0,1,3.3,8,24,12,54,250.0,436
4515,0,1,4.3,556,25,53,685,500.0,0
4516,1,1,4.2,267,25,20,67,400.0,0
4517,0,1,4.3,269,25,12,792,750.0,0
4518,1,1,4.3,384,25,9,43,150.0,0
4519,0,1,3.9,41,25,9,43,450.0,0
4520,0,1,3.6,18,25,9,69,200.0,499
4521,0,1,3.7,16,25,12,26,400.0,0
4522,0,1,3.7,94,22,4,687,700.0,0
4523,0,1,3.4,11,25,13,54,350.0,0
4524,0,1,3.8,38,22,9,125,150.0,0
4525,0,1,3.8,81,25,12,26,300.0,0
4526,0,1,3.6,24,25,12,26,500.0,476
4527,1,1,3.9,177,25,9,467,300.0,0
4528,0,1,3.6,13,25,15,66,400.0,500
4529,0,1,3.9,20,25,9,69,300.0,0
4530,0,1,3.7,23,25,19,441,300.0,0
4531,1,1,3.8,33,22,54,467,800.0,0
4532,0,1,3.6,22,25,12,467,400.0,472
4533,1,1,3.8,28,25,9,125,350.0,0
4534,0,1,3.7,31,25,12,26,400.0,486
4535,1,1,3.6,23,25,15,826,300.0,0
4537,1,1,3.6,21,21,26,26,200.0,0
4538,1,1,3.9,75,25,9,43,350.0,0
4540,1,1,3.6,10,25,12,54,300.0,0
4541,1,1,3.3,4,25,9,69,300.0,0
4542,1,1,0.0,0,25,12,54,300.0,0
4543,1,1,3.1,7,25,4,18,900.0,0
4544,1,1,3.4,5,22,9,69,200.0,0
4545,0,1,3.9,93,25,12,26,500.0,433
4546,0,1,2.9,24,22,12,26,400.0,0
4547,1,1,0.0,0,25,23,69,300.0,0
4548,1,0,4.2,271,24,0,658,2000.0,0
4549,1,0,3.9,284,24,0,656,1500.0,0
4550,0,0,4.1,1691,24,28,5,1100.0,0
4551,0,0,4.1,3020,24,0,659,1000.0,0
4552,0,1,4.3,555,24,0,744,1800.0,0
4553,0,1,4.2,793,24,42,781,1700.0,0
4554,0,0,4.5,1365,24,28,721,1800.0,0
4555,0,0,4.4,2182,24,33,660,1400.0,0
4556,0,1,4.0,894,24,0,329,750.0,0
4557,0,0,4.3,996,24,0,717,1200.0,0
4558,1,1,4.2,308,24,0,5,800.0,0
4559,1,0,4.3,403,24,0,661,1800.0,0
4560,0,1,4.0,444,24,0,5,1200.0,501
4561,0,1,4.0,230,24,0,5,950.0,502
4562,0,1,4.0,60,24,15,147,600.0,503
4563,1,1,4.0,213,24,0,79,400.0,0
4564,1,1,4.0,225,24,0,5,700.0,0
4565,0,1,3.4,692,24,0,362,600.0,0
4566,0,1,3.8,2084,24,0,32,750.0,0
4567,0,0,3.9,392,24,17,298,1500.0,0
4568,0,1,0.0,0,24,0,388,500.0,0
4569,0,1,3.7,404,24,0,80,500.0,504
4570,1,0,3.6,255,24,32,662,1500.0,0
4571,1,1,4.0,246,24,0,5,1200.0,0
4572,0,1,4.0,152,24,16,67,400.0,492
4573,1,1,3.7,15,24,6,675,500.0,0
4574,1,1,3.8,368,24,0,787,600.0,0
4575,0,1,3.8,419,24,0,584,900.0,0
4576,0,1,4.0,107,24,4,676,400.0,505
4577,0,1,4.1,268,24,0,760,800.0,0
4578,0,1,3.0,289,24,0,133,500.0,0
4579,0,1,3.3,4,24,0,791,900.0,0
4580,0,1,3.9,146,24,0,690,650.0,506
4581,0,1,3.9,1233,24,0,698,500.0,507
4582,0,0,3.7,37,24,0,663,1500.0,0
4583,0,1,2.9,182,24,0,710,800.0,0
4584,0,1,0.0,0,24,0,771,700.0,0
4585,1,0,4.1,106,24,28,832,1600.0,0
4586,1,0,4.2,707,24,57,38,1400.0,0
4587,0,0,3.8,157,24,0,727,600.0,0
4588,0,1,3.8,35,24,4,678,650.0,488
4589,0,1,3.0,106,24,0,38,500.0,0
4590,0,1,2.6,74,24,0,701,800.0,0
4592,0,1,3.7,123,24,8,695,300.0,508
4594,0,1,3.7,66,24,0,540,550.0,0
4595,0,1,3.4,11,24,21,147,400.0,0
4596,1,1,3.5,11,24,2,316,400.0,0
4597,0,1,3.4,33,24,0,725,800.0,0
4599,0,1,0.0,0,24,0,325,500.0,509
4600,0,1,0.0,0,24,0,333,600.0,510
4601,0,1,2.8,95,24,0,763,500.0,0
4602,1,1,3.0,120,24,0,664,1000.0,0
4603,1,1,4.0,23,24,4,10,500.0,0
4604,0,1,3.2,127,24,2,5,400.0,0
4605,0,1,3.9,61,24,24,213,250.0,511
4607,0,1,3.5,11,24,0,489,600.0,0
4608,1,1,3.9,38,24,50,277,700.0,0
4609,1,1,3.6,336,24,0,540,600.0,0
4610,1,1,3.3,6,24,11,38,1000.0,0
4611,1,1,3.2,6,24,8,3,300.0,0
4612,1,1,3.9,25,24,4,10,400.0,0
4613,0,1,3.5,19,24,0,68,600.0,0
4615,0,1,3.6,34,24,51,680,400.0,512
4616,1,1,2.3,131,24,0,803,800.0,0
4617,0,1,2.9,32,24,0,707,550.0,513
4618,0,1,3.1,48,24,4,18,900.0,0
4619,1,1,3.5,95,24,0,665,700.0,0
4620,0,1,2.9,19,24,4,681,500.0,0
4621,1,1,3.5,28,24,0,805,700.0,0
4622,0,1,2.6,42,24,0,5,400.0,0
4623,0,1,3.1,41,24,0,722,700.0,0
4624,0,1,3.7,11,24,0,820,900.0,0
4625,0,1,3.6,31,24,28,497,500.0,0
4626,0,1,3.0,12,24,0,38,500.0,0
4627,0,1,3.5,11,24,0,499,400.0,0
4628,1,1,3.3,12,24,0,808,700.0,0
4629,0,1,2.8,23,24,0,53,800.0,0
4630,0,1,3.1,9,24,0,796,550.0,0
4631,0,1,3.4,17,24,2,38,400.0,0
4632,0,1,3.7,48,24,21,439,400.0,0
4633,1,1,3.7,47,24,4,10,500.0,0
4634,1,1,3.7,33,24,4,18,550.0,0
4638,0,1,3.2,4,24,0,63,600.0,0
4639,0,1,3.3,4,24,0,128,700.0,514
4640,1,1,2.1,337,24,0,5,450.0,0
4641,0,1,2.6,20,24,0,723,400.0,0
4643,1,1,3.4,7,24,8,96,350.0,0
4644,1,1,2.9,16,24,0,833,500.0,0
4645,1,1,3.2,4,24,20,831,200.0,0
4646,1,1,3.5,10,24,0,810,600.0,0
4647,1,1,2.9,17,24,0,40,400.0,0
4648,0,1,2.7,33,24,0,263,500.0,515
4650,1,1,3.0,155,24,0,233,800.0,0
4651,1,1,3.0,13,24,0,38,400.0,0
4652,1,1,3.0,6,24,4,18,500.0,0
4653,1,1,3.4,7,24,21,144,100.0,0
4655,1,1,3.2,59,24,0,814,550.0,0
4656,1,1,3.8,114,24,4,683,550.0,0
4657,1,1,3.6,542,24,0,36,750.0,0
4658,1,1,3.8,46,24,49,666,2000.0,0
4659,0,1,3.7,50,24,0,5,500.0,0
4660,1,1,2.6,270,24,0,38,400.0,0
4661,0,1,3.9,370,24,0,734,550.0,516
4662,0,1,3.1,35,24,0,38,400.0,517
4663,0,1,3.6,27,24,0,29,400.0,0
4664,0,0,4.0,341,24,4,684,1000.0,0
4665,0,1,2.3,235,24,0,5,800.0,518
4667,1,1,0.0,0,24,0,726,200.0,0
4668,0,1,4.2,166,24,2,38,450.0,519
4669,0,1,0.0,0,24,2,5,200.0,520
4670,0,1,4.0,77,24,2,71,300.0,521
4671,0,1,3.5,378,24,2,709,500.0,522
4672,0,1,4.0,532,24,2,38,300.0,523
4673,0,1,3.9,214,24,2,29,400.0,524
4674,0,1,3.1,26,24,2,426,300.0,525
4675,0,1,0.0,0,24,2,5,200.0,526
4676,0,1,3.5,6,24,2,5,300.0,527
4677,0,1,0.0,0,24,2,28,500.0,528
4678,0,1,3.6,18,24,2,774,400.0,529
4679,0,1,3.9,48,24,2,71,300.0,530
4680,0,1,2.9,163,24,37,415,250.0,496
4681,1,1,3.6,20,24,58,35,450.0,0
4682,0,1,3.9,75,24,10,26,500.0,0
4683,0,1,3.6,136,24,19,679,600.0,531
4684,0,1,3.8,80,24,2,5,300.0,0
4685,0,1,2.9,248,24,2,38,400.0,532
4686,0,1,3.9,94,24,2,473,200.0,0
4687,0,1,3.7,37,24,2,71,400.0,533
4688,0,1,3.2,258,24,2,35,500.0,0
4689,0,1,0.0,0,24,2,125,250.0,534
4690,0,1,3.4,12,24,2,29,200.0,0
4691,0,1,3.6,14,24,2,799,250.0,0
4692,0,1,3.3,200,24,2,707,450.0,535
4693,0,1,3.6,12,24,34,141,600.0,536
4694,1,1,3.2,5,24,34,5,350.0,0
4695,0,1,4.0,250,24,2,5,250.0,537
4696,1,1,3.1,8,24,34,144,150.0,0
4697,0,1,2.9,89,24,2,74,350.0,538
4698,0,1,3.8,133,24,2,63,200.0,539
4700,0,1,3.8,30,24,2,210,300.0,540
4701,1,1,2.7,39,24,34,414,330.0,0
4702,0,1,3.7,36,24,2,702,400.0,541
4703,1,1,2.8,11,24,34,245,1000.0,0
4704,0,1,3.4,9,24,2,49,200.0,0
4705,0,1,3.3,84,24,2,104,200.0,542
4706,0,1,3.2,4,24,2,5,300.0,543
4707,0,1,3.7,48,24,2,5,400.0,544
4708,1,1,3.7,128,24,19,526,600.0,0
4710,0,1,3.6,15,24,2,333,400.0,0
4711,0,1,3.5,137,24,2,693,350.0,0
4712,1,1,0.0,0,24,2,3,300.0,0
4713,0,1,4.3,49,24,2,736,250.0,0
4714,1,1,3.7,36,24,12,26,400.0,0
4715,0,1,3.8,240,24,2,80,200.0,0
4716,1,1,3.5,21,24,34,57,600.0,0
4717,0,1,3.8,112,24,2,325,700.0,0
4718,0,1,3.4,13,24,2,114,150.0,0
4719,0,1,3.3,7,24,2,800,600.0,0
4720,1,1,3.7,32,24,2,104,100.0,0
4721,1,1,3.4,4,24,34,53,400.0,0
4722,0,1,3.6,27,24,2,33,300.0,0
4723,1,1,2.8,43,24,2,298,500.0,0
4724,1,1,3.6,18,24,2,144,100.0,0
4725,0,1,2.9,120,24,2,5,400.0,545
4726,0,1,3.6,51,24,2,5,200.0,0
4727,0,1,3.3,56,24,2,38,600.0,0
4728,0,1,3.3,30,24,2,147,250.0,0
4733,0,1,3.7,182,24,2,770,400.0,0
4734,0,1,3.2,66,24,2,36,800.0,546
4735,0,1,3.6,22,24,2,38,350.0,0
4737,1,1,3.7,23,24,39,457,400.0,0
4744,0,1,3.1,19,24,2,5,300.0,0
4745,0,1,3.3,12,24,2,221,300.0,0
4746,0,1,3.6,30,24,2,230,250.0,0
4747,0,1,3.1,13,24,2,333,500.0,0
4748,1,1,3.0,6,24,34,76,300.0,0
4749,1,1,3.4,7,24,2,33,200.0,0
4750,1,1,3.7,19,24,34,834,500.0,0
4760,1,1,3.7,25,24,2,33,200.0,0
4762,1,1,3.3,6,24,39,245,500.0,0
4763,1,1,3.2,6,24,2,5,500.0,0
4764,1,1,3.6,14,24,58,144,200.0,0
4765,1,1,3.0,21,24,2,63,150.0,0
4766,1,1,3.6,25,24,2,33,250.0,0
4768,1,1,3.2,4,24,2,835,300.0,0
4769,1,1,3.1,6,24,2,33,150.0,0
4770,1,1,2.9,78,24,2,74,400.0,0
4772,1,1,3.3,4,24,2,63,300.0,0
4773,1,1,3.1,9,24,2,38,300.0,0
4774,1,1,3.3,6,24,2,29,150.0,0
4775,1,1,2.8,116,24,34,812,400.0,0
4776,1,1,3.0,26,24,2,5,400.0,0
4777,1,1,3.6,10,24,34,63,400.0,0
4779,1,1,3.1,5,24,2,813,400.0,0
4783,1,1,0.0,0,24,2,63,300.0,0
4784,0,1,0.0,0,24,2,5,250.0,547
4785,1,1,0.0,0,24,2,221,350.0,0
4787,1,1,3.2,6,24,39,263,400.0,0
4788,1,1,3.5,27,24,2,29,350.0,0
4789,0,1,0.0,0,24,2,5,200.0,0
4791,0,1,3.2,10,24,2,5,800.0,548
4792,0,1,2.9,93,24,2,38,400.0,549
4793,1,1,3.0,11,24,2,29,150.0,0
4794,0,1,0.0,0,24,2,103,350.0,550
4795,0,1,2.9,313,24,2,38,450.0,551
4796,0,1,0.0,0,24,2,549,200.0,552
4797,1,1,3.3,11,24,2,33,150.0,0
4798,0,1,3.0,12,24,2,5,500.0,553
4799,0,1,3.0,111,24,2,741,400.0,554
4800,1,0,4.8,7023,22,28,667,1500.0,0
4801,0,0,4.9,16345,25,38,720,1600.0,555
4802,0,0,4.2,7193,25,55,778,1400.0,556
4803,0,0,4.4,4099,25,28,657,1400.0,557
4804,0,1,4.6,1193,25,33,714,1500.0,558
4805,1,0,4.4,1496,25,11,836,1900.0,0
4806,1,0,4.5,3421,22,0,668,1300.0,0
4807,0,0,4.4,3061,22,28,737,1500.0,559
4808,1,0,4.3,1585,25,31,822,1500.0,0
4809,1,0,4.7,881,25,0,669,1600.0,0
4810,1,0,4.6,2726,25,55,37,1400.0,0
4811,0,0,4.3,994,25,0,670,1300.0,0
4812,1,1,4.3,1303,22,0,671,1000.0,0
4813,1,0,4.7,163,25,33,672,1500.0,0
4814,0,0,4.4,889,25,0,761,1400.0,0
4815,1,1,3.9,1225,25,0,673,1100.0,0
4816,0,0,4.3,715,25,0,100,1500.0,560
4817,0,0,4.0,942,25,11,480,1300.0,0
4818,1,0,4.2,505,22,14,837,2000.0,0
4819,1,0,4.1,237,25,14,838,2000.0,0
4820,1,0,4.3,760,22,14,839,2500.0,0
4821,0,1,4.3,894,25,4,686,600.0,0
4822,0,0,4.5,125,25,0,409,700.0,0
4823,0,1,4.2,258,25,0,132,700.0,0
4824,0,1,4.3,149,25,4,174,800.0,0
4825,0,1,4.3,754,25,0,426,500.0,0
4826,1,1,4.1,239,25,2,553,500.0,0
4827,0,1,3.5,341,25,0,40,850.0,561
4828,0,1,2.9,827,25,0,712,800.0,562
4829,0,0,4.1,322,25,42,775,1200.0,563
4830,0,0,4.1,481,25,0,752,900.0,564
4831,0,0,3.7,194,25,0,5,800.0,565
4832,0,1,3.5,16,25,0,530,600.0,566
4833,1,0,4.0,119,25,0,38,1000.0,0
4834,0,1,3.7,31,25,0,79,600.0,0
4835,0,1,3.7,833,22,0,68,550.0,567
4836,0,1,4.1,248,25,0,776,800.0,568
4837,0,1,3.8,27,25,2,735,300.0,0
4838,0,1,4.0,44,25,2,762,300.0,569
4839,0,1,3.7,132,22,0,5,750.0,0
4840,1,1,2.6,330,25,0,316,600.0,0
4841,0,1,0.0,0,25,2,532,800.0,570
4842,0,1,3.6,20,25,2,298,300.0,571
4843,1,1,3.8,111,22,0,38,600.0,0
4844,1,1,0.0,0,25,2,160,250.0,0
4845,0,1,4.2,233,25,2,713,150.0,572
4846,1,1,3.0,197,25,0,38,700.0,0
4847,0,1,3.8,135,25,0,71,400.0,573
4848,0,1,3.5,18,25,21,743,300.0,574
4849,0,0,3.9,42,25,2,62,500.0,575
4850,0,1,3.7,94,22,4,687,700.0,0
4851,0,1,4.1,33,25,4,688,200.0,469
4853,1,1,4.3,384,25,9,43,150.0,0
4854,0,1,3.3,213,25,0,758,600.0,576
4855,0,1,3.6,34,25,0,700,500.0,577
4856,0,1,3.5,45,25,2,298,600.0,578
4857,0,1,2.6,155,25,0,395,600.0,0
4858,0,1,3.4,5,25,0,185,400.0,0
4859,0,1,3.2,97,25,2,764,250.0,0
4860,0,1,3.2,126,25,2,29,300.0,0
4861,1,0,3.9,125,22,32,840,2500.0,0
4862,1,1,0.0,0,25,2,160,450.0,0
4863,1,1,3.5,8,22,34,824,350.0,0
4864,1,1,3.3,4,25,0,841,600.0,0
4865,0,1,3.4,68,25,2,308,600.0,0
4866,0,1,3.5,53,25,2,842,500.0,0
4867,0,1,3.2,61,25,2,160,250.0,0
4868,0,1,2.9,243,25,2,146,300.0,0
4869,1,1,2.2,187,25,2,33,200.0,0
4870,1,1,3.5,17,22,8,825,400.0,0
4871,0,1,3.7,52,25,2,297,350.0,0
4872,1,0,3.6,32,25,0,5,650.0,0
4874,1,1,0.0,0,25,2,29,250.0,0
4875,1,0,3.9,52,25,32,674,1900.0,0
4876,0,1,3.6,32,22,0,747,450.0,0
4877,0,1,3.0,21,22,2,5,350.0,0
4879,0,1,3.3,294,25,2,691,400.0,0
4880,1,1,3.7,26,22,2,29,300.0,0
4884,0,1,3.1,117,25,0,38,550.0,0
4886,0,1,3.2,6,25,2,507,300.0,0
4887,1,1,3.6,23,25,15,826,300.0,0
4890,0,1,3.2,4,25,2,29,300.0,0
4891,0,1,3.6,11,25,2,33,150.0,0
4892,1,1,3.3,17,25,2,843,500.0,0
4893,1,1,3.5,68,25,2,5,250.0,0
4894,1,1,3.5,22,25,2,29,200.0,0
4895,0,1,3.1,8,25,2,773,500.0,0
4897,0,1,3.2,44,25,2,133,600.0,0
4898,0,1,3.1,25,25,2,365,150.0,0
4900,1,1,0.0,0,25,2,38,200.0,0
4901,0,1,3.4,20,25,2,38,200.0,0
4902,0,1,3.2,4,25,2,74,150.0,0
4903,0,1,2.9,317,25,2,55,400.0,0
4904,0,1,3.2,7,22,2,144,250.0,0
4913,0,1,3.6,10,25,2,38,300.0,0
4914,0,1,3.0,8,25,2,182,400.0,0
4915,1,1,3.1,5,25,2,328,500.0,0
4916,1,1,3.3,8,25,2,29,150.0,0
4919,0,1,3.7,16,22,2,79,300.0,0
4920,0,1,3.2,135,25,2,795,400.0,0
4921,1,1,0.0,0,25,2,33,300.0,0
4922,0,1,3.8,54,22,2,0,400.0,579
4923,0,1,3.6,16,25,2,333,500.0,0
4924,0,1,3.2,204,25,0,540,500.0,0
4925,0,1,3.8,170,25,2,114,300.0,0
4926,1,1,2.9,108,25,0,325,800.0,0
4928,1,1,3.5,132,25,2,61,300.0,0
4929,0,1,3.1,85,25,0,388,400.0,0
4930,1,1,0.0,0,25,2,827,300.0,0
4931,1,1,0.0,0,25,23,69,300.0,0
4932,0,1,0.0,0,25,2,33,200.0,0
4933,1,1,0.0,0,25,0,828,600.0,0
4934,0,0,4.0,942,25,11,480,1300.0,580
4935,1,0,4.1,106,24,28,832,1600.0,0
4936,0,0,4.4,2182,24,33,660,1400.0,581
4937,0,0,4.1,3020,24,0,659,1000.0,0
4938,0,1,4.2,793,24,42,781,1700.0,582
4939,0,0,3.9,392,24,17,298,1500.0,583
4940,1,0,3.6,255,24,32,662,1500.0,0
4941,1,0,4.2,707,24,57,38,1400.0,0
4942,1,1,3.3,6,24,11,38,1000.0,0
4943,1,1,3.8,46,24,49,666,2000.0,0
4944,0,0,4.9,16345,25,38,720,1600.0,584
4945,0,0,4.2,7193,25,55,778,1400.0,556
4946,0,1,4.6,1193,25,33,714,1500.0,585
4947,1,0,4.4,1496,25,11,836,1900.0,0
4948,0,0,4.4,3061,22,28,737,1500.0,559
4949,1,0,4.4,1496,25,11,836,1900.0,0
4950,0,0,4.4,3061,22,28,737,1500.0,559
4951,0,0,4.1,322,25,42,775,1200.0,0
4953,1,0,3.9,125,22,32,840,2500.0,0
4954,1,0,4.1,106,24,28,832,1600.0,0
4955,0,0,4.4,2182,24,33,660,1400.0,581
4956,1,0,4.6,2726,25,55,37,1400.0,0
4957,0,1,4.2,793,24,42,781,1700.0,582
4958,0,0,4.5,1365,24,28,721,1800.0,586
4959,0,0,3.9,392,24,17,298,1500.0,583
4960,0,0,4.1,1691,24,28,5,1100.0,0
4961,1,1,3.3,6,24,11,38,1000.0,0
4962,0,1,3.6,31,24,28,497,500.0,587
4963,1,0,4.8,7023,22,28,667,1500.0,0
4964,0,0,4.2,7193,25,55,778,1400.0,556
4965,0,0,4.4,4099,25,28,657,1400.0,557
4966,0,1,4.6,1193,25,33,714,1500.0,585
4967,1,0,4.4,1496,25,11,836,1900.0,0
4968,0,0,4.4,3061,22,28,737,1500.0,559
4969,0,0,4.4,3061,22,28,737,1500.0,559
4970,1,0,4.7,163,25,33,672,1500.0,0
4971,0,0,4.1,322,25,42,775,1200.0,0
4973,0,0,4.3,3126,32,0,221,1500.0,0
4974,0,0,3.8,203,20,0,262,1200.0,0
4975,0,1,4.0,48,33,0,844,1500.0,0
4976,0,0,4.0,929,33,0,845,800.0,588
4977,1,1,2.8,130,33,0,656,650.0,0
4978,1,0,3.9,105,33,0,846,1000.0,0
4979,1,1,3.6,10,33,0,847,700.0,0
4980,1,0,4.5,2194,20,0,848,1800.0,0
4981,1,0,4.4,2111,34,14,37,2200.0,0
4982,0,0,4.0,1909,32,0,849,2100.0,0
4983,1,1,4.6,979,32,14,850,3000.0,0
4984,0,0,4.4,1105,35,28,851,1200.0,0
4985,1,0,4.3,148,36,14,852,2800.0,0
4986,0,0,4.5,1394,35,28,308,1700.0,0
4987,0,0,4.3,763,34,0,426,1400.0,0
4988,1,0,4.4,1065,36,0,268,1600.0,0
4989,1,0,4.3,678,20,14,853,2500.0,0
4990,0,1,4.0,3209,35,0,32,750.0,589
4991,1,1,4.3,687,32,14,854,3000.0,0
4992,1,0,3.8,64,32,0,855,1500.0,0
4993,1,1,4.1,1022,37,0,856,500.0,0
4994,1,0,4.2,347,34,28,261,1000.0,0
4995,1,1,4.3,471,34,48,857,1500.0,0
4996,1,0,4.3,622,37,14,858,3400.0,0
4997,1,1,3.9,53,20,14,859,2000.0,0
4998,1,0,4.3,334,20,0,860,1200.0,0
4999,0,1,3.9,169,20,28,5,1700.0,0
5000,0,0,4.2,576,18,0,618,1200.0,0
5001,0,0,4.3,1048,34,0,861,1600.0,0
5002,1,0,3.9,310,37,14,862,2000.0,0
5003,0,0,4.0,188,38,28,863,1300.0,590
5004,1,1,3.9,183,36,0,864,2200.0,0
5005,0,1,3.9,158,39,0,865,1300.0,0
5006,0,0,3.8,198,32,0,866,1600.0,0
5007,1,0,4.2,271,32,14,867,3000.0,0
5008,0,1,4.1,119,20,0,868,1000.0,591
5009,1,1,3.1,120,34,28,270,1200.0,0
5010,1,1,2.8,253,39,0,38,1000.0,0
5011,1,1,3.9,89,40,0,869,1400.0,0
5012,1,0,3.9,100,37,0,5,1900.0,0
5013,1,1,3.0,107,32,0,270,800.0,0
5014,1,1,3.7,145,20,3,870,1000.0,0
5015,1,1,3.5,29,20,17,871,2200.0,0
5016,1,1,2.9,31,18,0,872,1000.0,0
5017,1,1,3.0,31,32,0,38,1000.0,0
5018,1,1,3.8,23,39,0,445,800.0,0
5019,1,1,3.7,67,20,0,33,500.0,0
5020,1,0,3.8,52,39,0,873,1100.0,0
5021,1,1,3.3,13,20,0,38,600.0,0
5022,1,1,3.8,52,20,0,37,1200.0,0
5023,1,1,2.3,116,20,0,470,650.0,0
5024,1,0,4.0,324,41,32,662,1300.0,0
5025,0,0,4.2,474,41,0,515,1700.0,592
5026,0,0,3.8,91,41,0,267,1800.0,0
5027,1,0,3.7,100,42,0,407,1600.0,0
5028,1,1,3.1,46,41,0,619,1000.0,0
5029,1,0,3.9,156,41,0,874,1100.0,0
5030,0,0,4.2,935,35,4,875,750.0,0
5031,0,0,4.3,2660,32,4,611,1200.0,0
5032,1,1,4.0,24,33,4,876,450.0,0
5033,1,1,4.2,618,33,4,877,500.0,0
5034,0,1,3.8,72,33,4,878,650.0,593
5035,1,1,3.6,7,33,2,879,800.0,0
5036,1,1,3.2,9,33,4,18,600.0,0
5037,1,1,2.8,43,33,4,880,700.0,0
5038,0,1,3.2,7,33,4,10,600.0,594
5040,0,1,3.6,104,33,4,287,800.0,0
5041,1,1,3.6,46,33,4,10,350.0,0
5042,1,1,4.6,2257,35,4,881,1100.0,0
5043,0,0,4.2,2838,37,3,882,800.0,595
5044,1,1,4.5,3568,40,4,883,900.0,0
5045,0,0,4.4,690,32,3,884,1700.0,596
5046,1,0,4.0,1701,35,4,885,1000.0,0
5047,1,1,4.3,2635,35,4,10,600.0,0
5048,0,1,4.4,1084,34,59,886,600.0,597
5049,1,0,4.1,563,32,3,887,2500.0,0
5050,0,1,4.3,3547,35,4,888,650.0,0
5051,1,1,4.3,521,34,59,889,1400.0,0
5052,1,1,4.2,160,36,4,890,750.0,0
5053,1,1,4.3,67,37,4,891,400.0,0
5054,1,1,4.3,786,35,1,892,900.0,0
5055,0,0,4.1,54,32,4,295,800.0,0
5056,0,1,4.1,114,20,4,893,700.0,0
5057,0,1,4.3,566,36,4,894,700.0,598
5058,1,1,4.0,1443,32,53,895,500.0,0
5059,0,1,4.1,460,35,4,896,700.0,0
5060,0,1,3.9,461,36,1,897,800.0,0
5061,0,1,4.3,1133,39,4,898,800.0,0
5062,1,0,3.9,296,18,4,24,750.0,0
5063,0,1,4.2,50,20,4,10,700.0,0
5064,0,1,3.6,95,39,1,899,650.0,0
